id,link,brand,name,variant,sold_out,price_reference,price_current,discount_rate,cpu,ram,ram_type,ssd,window,screen_size,color_gamut,resolution,display,display_centered,weight,weight_diff_pct,battery,screen_type,graphic,graphic_centered,battery_time,battery_time_centered,w_per_h,wph1,wph2,market,convertible,sd_slot,tb_usb4,remark,lasust_update,brand_score,price_score,budgetfit_score,size_score,weight_score,battery_score,graphic_score,display_score,ips_score,oled_score,window_score,overall_score
35.0,https://www.coupang.com/vp/products/8760943054,lenovo,"¾ÅÅ©ºÏ 16ial g8 u5 3K, u5 225h",1.0,,1150000.0,1384930.0,20.4,u5 225h,32.0,single,4.0,0.0,16.0,6.0,8.0,7.0,0.8,170.0,-1.552003706,71.0,ips,6.0,0.73,7.47,0.41,9.5,1.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,0.9312022236000002,1.23,-0.73,2.4000000000000004,0,0,0,34.8312022236
63.0,https://www.coupang.com/vp/products/8730924757,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 14ahp10 oled, r5 8640hs",1.0,,650000.0,671680.0,3.3,r5 8640hs,8.0,single,1.0,0.0,14.0,8.0,5.0,6.5,0.3,133.0,-1.27672209,60.0,oled,5.0,-0.27,6.49,-0.57,9.25,0.5,8.75,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-3.9599999999999995,-5.0,-5,0.7660332540000001,-1.71,0.27,0.8999999999999999,0,0,0,51.266033254
64.0,https://www.coupang.com/vp/products/8743086948,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 15ahp10 oled, r5 8640hs",1.0,,750000.0,735650.0,-1.9,r5 8640hs,8.0,single,1.0,0.0,15.1,8.0,8.0,8.0,1.8,151.0,-2.955050836,60.0,oled,5.0,-0.27,5.58,-1.48,10.75,2.0,8.75,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,2.28,-5.0,2,1.7730305016,-4.4399999999999995,0.27,5.4,0,0,0,60.2830305016
69.0,https://www.coupang.com/vp/products/8789578488,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 15arp10 oled, r5 7533hs",1.0,,730000.0,797050.0,9.2,r5 7533hs,8.0,single,1.0,0.0,15.1,8.0,8.0,8.0,1.8,151.0,-2.955050836,60.0,oled,4.0,-1.27,5.22,-1.84,11.5,2.0,9.5,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-11.04,-5.0,2,1.7730305016,-5.5200000000000005,1.27,5.4,0,0,0,46.883030501600004
70.0,https://www.coupang.com/vp/products/8789578488,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 15arp10 oled, r5 7533hs",2.0,,680000.0,797050.0,17.2,r5 7533hs,8.0,single,1.0,1.0,15.1,8.0,8.0,8.0,1.8,151.0,-2.955050836,60.0,oled,4.0,-1.27,5.22,-1.84,11.5,2.0,9.5,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-20.639999999999997,-5.0,2,1.7730305016,-5.5200000000000005,1.27,5.4,0,0,0,37.2830305016
68.0,https://www.coupang.com/vp/products/8700456792,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 15arp10, r5 7533hs",1.0,,550000.0,597807.0,8.7,r5 7533hs,8.0,single,1.0,0.0,15.3,3.0,5.0,4.0,-2.2,163.0,2.262318531,60.0,ips,4.0,-1.27,5.85,-1.21,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-10.44,-5.0,2,-1.3573911186,-3.63,1.27,-6.6000000000000005,0,0,0,34.2426088814
87.0,https://www.coupang.com/vp/products/8956936394?itemId=26207071340&vendorItemId=93186207320,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²3 15iru8, i3 1315u",1.0,,400000.0,399400.0,-0.1,i3 1315u,8.0,onboard,2.0,0.0,15.6,3.0,3.0,3.0,-3.2,162.0,-1.870517542,45.0,ips,3.0,-2.27,4.39,-2.67,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,0.12,-5.0,5,1.1223105252,-8.01,2.27,-9.600000000000001,0,0,0,40.9023105252
77.0,https://www.coupang.com/vp/products/8849748058,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 14akp10, r5 340",1.0,,1050000.0,1399800.0,33.3,r5 340,24.0,dual,2.0,1.0,14.0,8.0,5.0,6.5,0.3,139.0,3.17695962,60.0,oled,4.0,-1.27,7.06,0.0,8.5,0.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-1.906175772,0.0,1.27,0.8999999999999999,0,0,0,31.263824227999997
74.0,https://www.coupang.com/vp/products/8660625625,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 14akp10, r5 350",1.0,,1180000.0,1861500.0,57.8,r5 350,32.0,dual,2.0,1.0,14.0,8.0,5.0,6.5,0.3,139.0,3.17695962,60.0,oled,6.0,0.73,7.06,0.0,8.5,0.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-1.906175772,0.0,-0.73,0.8999999999999999,0,0,0,29.263824227999997
33.0,https://www.coupang.com/vp/products/8898341424,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 14iah10, u5 225h",1.0,,1000000.0,1558560.0,55.9,u5 225h,24.0,dual,2.0,0.0,14.0,8.0,5.0,6.5,0.3,139.0,3.17695962,60.0,oled,6.0,0.73,7.06,0.0,8.5,0.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-1.906175772,0.0,-0.73,0.8999999999999999,0,0,0,29.263824227999997
43.0,https://www.coupang.com/vp/products/7972993772,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 14IMH, u5 125h",1.0,,780000.0,1286500.0,64.9,u5 125h,16.0,dual,2.0,0.0,14.0,6.0,5.0,5.5,-0.7,146.0,8.372921615,57.0,ips,6.0,0.73,6.51,-0.55,8.75,0.0,8.75,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-5.023752969,-1.6500000000000001,-0.73,-2.0999999999999996,0,0,0,21.496247031000003
48.0,https://www.coupang.com/vp/products/8575125776,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 15arp10, r7 7735hs",1.0,,780000.0,1525800.0,95.6,r7 7735hs,16.0,dual,2.0,0.0,15.3,6.0,5.0,5.5,-0.7,157.0,-1.501938592,70.0,ips,5.0,-0.27,6.83,-0.23,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,2,0.9011631552,-0.6900000000000001,0.27,-2.0999999999999996,0,0,0,29.3811631552
80.0,https://www.coupang.com/vp/products/8898526670,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 16akp10, r5 340",1.0,,1150000.0,1618120.0,40.7,r5 340,24.0,dual,2.0,0.0,16.0,9.0,8.0,8.5,2.3,169.0,-2.131109567,60.0,oled,4.0,-1.27,6.0,-1.06,10.0,2.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,1.2786657402000001,-3.18,1.27,6.8999999999999995,0,0,0,37.2686657402
58.0,https://www.coupang.com/vp/products/8670201542,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 16akp10, r7 350",1.0,,1280000.0,2106200.0,64.5,r7 350,32.0,dual,2.0,1.0,16.0,9.0,8.0,8.5,2.3,169.0,-2.131109567,60.0,oled,6.0,0.73,6.0,-1.06,10.0,2.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,1.2786657402000001,-3.18,-0.73,6.8999999999999995,0,0,0,35.2686657402
41.0,https://www.coupang.com/vp/products/8883152949,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 16iah10, u5 225h",1.0,,1100000.0,1325000.0,20.5,u5 225h,24.0,dual,2.0,0.0,16.0,9.0,8.0,8.5,2.3,169.0,-2.131109567,60.0,oled,6.0,0.73,6.0,-1.06,10.0,2.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,1.2786657402000001,-3.18,-0.73,6.8999999999999995,0,0,0,35.2686657402
17.0,https://www.coupang.com/vp/products/8883267474,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 16iah10, u7 255h",1.0,,1220000.0,1349000.0,10.6,u7 255h,24.0,dual,2.0,0.0,16.0,9.0,8.0,8.5,2.3,169.0,-2.131109567,60.0,oled,7.0,1.73,6.0,-1.06,10.0,2.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-12.719999999999999,-5.0,5,1.2786657402000001,-3.18,-1.73,6.8999999999999995,0,0,0,45.5486657402
75.0,https://www.coupang.com/vp/products/8847714479,lenovo,"¾ÆÀÌµð¾îÆÐµå ½½¸²5 2in1 16akp10, r5 350",1.0,,1250000.0,1327030.0,6.2,r5 350,16.0,onboard,2.0,1.0,16.0,9.0,7.0,8.0,1.8,190.0,10.0301135,57.0,oled,6.0,0.73,5.7,-1.36,10.0,2.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-7.4399999999999995,-5.0,5,-6.018068100000001,-4.08,-0.73,5.4,0,0,0,42.131931900000005
56.0,https://www.coupang.com/vp/products/8883315581,lenovo,"¿ä°¡ 7 2in1 14akp10, r7 350",1.0,,1450000.0,2117800.0,46.1,r7 350,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,138.0,2.434679335,70.0,oled,6.0,0.73,7.57,0.51,9.25,1.25,8.0,ÄíÆÎ,1.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-1.460807601,1.53,-0.73,5.4,0,0,0,35.739192399000004
20.0,https://www.coupang.com/vp/products/8673080963,lenovo,"¿ä°¡ 7 2in1 14ill10, u5 228v",1.0,,1650000.0,1447160.0,-12.3,u5 228v,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,138.0,2.434679335,70.0,oled,6.0,0.73,9.66,2.6,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,0.0,,,0.0,14.76,-5.0,-5,-1.460807601,7.800000000000001,-0.73,5.4,0,0,0,80.76919239899999
19.0,https://www.coupang.com/vp/products/8673080963,lenovo,"¿ä°¡ 7 2in1 14ill10, u5 258v",1.0,,1750000.0,1447160.0,-17.3,u5 258v,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,138.0,2.434679335,70.0,oled,7.0,1.73,9.66,2.6,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,0.0,,,0.0,20.76,-5.0,-5,-1.460807601,7.800000000000001,-1.73,5.4,0,0,0,85.769192399
57.0,https://www.coupang.com/vp/products/8673103310,lenovo,"¿ä°¡ ½½¸²7 14akp10, r7 350",1.0,,1400000.0,1999800.0,42.8,r7 350,32.0,onboard,4.0,1.0,14.0,8.0,8.0,8.0,1.8,119.0,-11.66864608,70.0,oled,6.0,0.73,7.57,0.51,9.25,1.25,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,7.001187648,1.53,-0.73,5.4,0,0,0,44.201187648
21.0,https://www.coupang.com/vp/products/8670590507,lenovo,"¿ä°¡ ½½¸²7 14ill10, u5 228v",1.0,,1550000.0,1539600.0,-0.7,u5 228v,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,119.0,-11.66864608,70.0,oled,6.0,0.73,9.66,2.6,7.25,1.25,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,0.84,-5.0,-5,7.001187648,7.800000000000001,-0.73,5.4,0,0,0,75.311187648
3.0,https://www.coupang.com/vp/products/8408971036,lenovo,"¿ä°¡ ½½¸²7 15ill9, u7 258v",1.0,,1750000.0,1880440.0,7.5,u7 258v,32.0,onboard,2.0,1.0,15.3,7.0,8.0,7.5,1.3,153.0,-4.011443342,70.0,ips,7.0,1.73,9.33,2.27,7.5,1.5,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-9.0,-5.0,2,2.4068660052,6.8100000000000005,-1.73,3.9000000000000004,0,0,0,57.3868660052
37.0,https://www.coupang.com/vp/products/8518435238?itemId=24662380338&vendorItemId=91672792997,lg,"±×·¥ÇÁ·Î 16, u5 225h",2.0,,1650000.0,1897435.0,15.0,u5 225h,16.0,onboard,1.0,1.0,16.0,7.0,8.0,7.5,1.3,120.0,-30.50729673,77.0,ips,6.0,0.73,8.11,1.05,9.5,1.5,8.0,ÄíÆÎ,0.0,0.0,2.0,È­ÀÌÆ®,,0.0,-18.0,-5.0,5,15.0,3.1500000000000004,-0.73,3.9000000000000004,0,0,0,58.32
38.0,https://www.coupang.com/vp/products/8518435232?itemId=24662380325&vendorItemId=91672792975,lg,"±×·¥ÇÁ·Î 17, u5 225h",1.0,,1750000.0,1863620.0,6.5,u5 225h,16.0,onboard,1.0,1.0,17.0,7.0,8.0,7.5,1.3,139.0,-27.47573829,77.0,ips,6.0,0.73,8.11,1.05,9.5,1.5,8.0,ÄíÆÎ,0.0,0.0,2.0,,,0.0,-7.8,-5.0,5,15.0,3.1500000000000004,-0.73,3.9000000000000004,0,0,0,68.52
